"","id","uri","siglaTipo","codTipo","numero","ano","ementa"
"84",2205590,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205590","EMC","130","84","2019","Acrescenta o § 4º ao art. 24 da Proposta de Emenda à Constituição no 6, de 2019, tratando sobre antecipação de aposentadoria em até cinco anos em caso de desemprego involuntário de longa duração"
"85",2205591,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205591","EMC","130","85","2019","Altera o art. 195 da Constituição, na forma do art. 1º da Proposta de Emenda à Constituição no6, de 2019, mantendo a qualidade de segurado especial aos contribuintes rurais quando não houver comercialização rural ou quando não for atingido o valor mínimo estipulado anual."
"86",2205592,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205592","EMC","130","86","2019","Altera o art. 24 da Proposta de Emenda à Constituição no 6, de 2019, modificando o tempo mínimo de contribuição e dá outras providências"
"87",2205593,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205593","EMC","130","87","2019","Altera o art. 37 da Constituição tornando ato de improbidade administrativa a concessão ou a requisição de parcelas materialmente remuneratórias, mas formalmente indenizatórias e dá outras providências"
"88",2205594,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205594","EMC","130","88","2019","Altera a Proposta de Emenda à Constituição n° 6, de 2019, no que se refere à pessoa com deficiência."
"89",2205595,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205595","EMC","130","89","2019","Suprime o Art. 41 da Proposta de Emenda à Constituição que trata sobre o Benefício de Prestação Continuada dos idosos."
"90",2205596,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205596","EMC","130","90","2019","Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências."
"91",2205599,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205599","EMC","130","91","2019","Modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências."
"92",2205605,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205605","EMC","130","92","2019","Assegura, até a edição de lei complementar, a aposentadoria dos professores e professoras pelas regras constitucionais atualmente vigentes."
"93",2205608,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2205608","EMC","130","93","2019","Suprime alterações promovidas pela PEC n. 6, de 2019, para assegurar o acesso ao Poder Judiciário."
